Metadata_Plate,Metadata_Well,assay_type,food_conc_OD,food_type,diluent,diluent_concentration_perc,drug,concentration_um,drug_stock_prep_date,drug_prep_method,strain,bleach,well_censor,well_censor_reason,notes
p001,A01,48h,10,15hHB101_20200813,DMSO,1,ricobendazole,0,20200805,serial; see notes,JU775,1,,,
p008,A07,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,JU775,1,,,
p008,A08,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,CX11314,1,,,
p008,A09,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,PD1074,1,,,
p008,A10,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,CB4856,1,,,
p008,A11,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,MY16,1,,,
p008,A12,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,DL238,1,,,
p008,B01,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,JU775,1,,,
p008,B02,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,CX11314,1,,,
p008,B03,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,PD1074,1,,,
p008,B04,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,CB4856,1,,,
p008,B05,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,MY16,1,,,
p008,B06,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,DL238,1,,,
p008,B07,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,JU775,1,,,
p008,B08,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,CX11314,1,,,
p008,B09,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,PD1074,1,,,
p008,B10,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,CB4856,1,,,
p008,B11,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,MY16,1,,,
p008,B12,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,DL238,1,,,
p008,C01,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,JU775,1,,,
p008,C02,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,CX11314,1,,,
p008,C03,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,PD1074,1,,,
p008,C04,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,CB4856,1,,,
p008,C05,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,MY16,1,,,
p008,C06,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,DL238,1,,,
p008,C07,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,JU775,1,,,
p008,C08,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,CX11314,1,,,
p008,C09,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,PD1074,1,,,
p008,C10,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,CB4856,1,,,
p008,C11,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,MY16,1,,,
p008,C12,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,DL238,1,,,
p008,D01,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,JU775,1,,,
p008,D02,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,CX11314,1,,,
p008,D03,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,PD1074,1,,,
p008,D04,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,CB4856,1,,,
p008,D05,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,MY16,1,,,
p008,D06,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,DL238,1,,,
p008,D07,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,JU775,1,,,
p008,D08,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,CX11314,1,,,
p008,D09,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,PD1074,1,,,
p008,D10,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,CB4856,1,,,
p008,D11,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,MY16,1,,,
p008,D12,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,DL238,1,,,
p008,E01,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,JU775,1,,,
p008,E02,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,CX11314,1,,,
p008,E03,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,PD1074,1,,,
p008,E04,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,CB4856,1,,,
p008,E05,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,MY16,1,,,
p008,E06,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,DL238,1,,,
p008,E07,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,JU775,1,,,
p008,E08,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,CX11314,1,,,
p008,E09,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,PD1074,1,,,
p008,E10,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,CB4856,1,,,
p008,E11,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,MY16,1,,,
p008,E12,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,DL238,1,,,
p008,F01,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,JU775,1,,,
p008,F02,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,CX11314,1,,,
p008,F03,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,PD1074,1,,,
p008,F04,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,CB4856,1,,,
p008,F05,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,MY16,1,,,
p008,F06,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,DL238,1,,,
p008,F07,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,JU775,1,,,
p008,F08,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,CX11314,1,,,
p008,F09,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,PD1074,1,,,
p008,F10,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,CB4856,1,,,
p008,F11,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,MY16,1,,,
p008,F12,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,DL238,1,,,
p008,G01,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,JU775,1,,,
p008,G02,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,CX11314,1,,,
p008,G03,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,PD1074,1,,,
p008,G04,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,CB4856,1,,,
p008,G05,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,MY16,1,,,
p008,G06,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,DL238,1,,,
p008,G07,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,JU775,1,,,
p008,G08,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,CX11314,1,,,
p008,G09,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,PD1074,1,,,
p008,G10,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,CB4856,1,,,
p008,G11,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,MY16,1,,,
p008,G12,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,DL238,1,,,
p008,H01,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,JU775,1,,,
p008,H02,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,CX11314,1,,,
p008,H03,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,PD1074,1,,,
p008,H04,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,CB4856,1,,,
p008,H05,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,MY16,1,,,
p008,H06,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,DL238,1,,,
p008,H07,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,JU775,1,,,
p008,H08,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,CX11314,1,,,
p008,H09,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,PD1074,1,,,
p008,H10,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,CB4856,1,,,
p008,H11,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,MY16,1,,,
p008,H12,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,DL238,1,,,
p009,A01,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,DL238,2,,,
p009,A02,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,MY16,2,,,
p009,A03,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,CB4856,2,,,
p009,A04,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,PD1074,2,,,
p009,A05,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,CX11314,2,,,
p009,A06,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,JU775,2,,,
p009,A07,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,DL238,2,,,
p009,A08,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,MY16,2,,,
p009,A09,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,CB4856,2,,,
p009,A10,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,PD1074,2,,,
p009,A11,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,CX11314,2,,,
p009,A12,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,JU775,2,,,
p009,B01,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,DL238,2,,,
p009,B02,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,MY16,2,,,
p009,B03,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,CB4856,2,,,
p009,B04,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,PD1074,2,,,
p009,B05,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,CX11314,2,,,
p009,B06,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,JU775,2,,,
p009,B07,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,DL238,2,,,
p009,B08,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,MY16,2,,,
p009,B09,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,CB4856,2,,,
p009,B10,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,PD1074,2,,,
p009,B11,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,CX11314,2,,,
p009,B12,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,JU775,2,,,
p009,C01,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,DL238,2,,,
p009,C02,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,MY16,2,,,
p009,C03,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,CB4856,2,,,
p009,C04,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,PD1074,2,,,
p009,C05,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,CX11314,2,,,
p009,C06,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,JU775,2,,,
p009,C07,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,DL238,2,,,
p009,C08,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,MY16,2,,,
p009,C09,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,CB4856,2,,,
p009,C10,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,PD1074,2,,,
p009,C11,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,CX11314,2,,,
p009,C12,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,JU775,2,,,
p009,D01,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,DL238,2,,,
p009,D02,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,MY16,2,,,
p009,D03,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,CB4856,2,,,
p009,D04,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,PD1074,2,,,
p009,D05,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,CX11314,2,,,
p009,D06,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,JU775,2,,,
p009,D07,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,DL238,2,,,
p009,D08,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,MY16,2,,,
p009,D09,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,CB4856,2,,,
p009,D10,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,PD1074,2,,,
p009,D11,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,CX11314,2,,,
p009,D12,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,JU775,2,,,
p009,E01,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,DL238,2,,,
p009,E02,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,MY16,2,,,
p009,E03,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,CB4856,2,,,
p009,E04,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,PD1074,2,,,
p009,E05,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,CX11314,2,,,
p009,E06,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,JU775,2,,,
p009,E07,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,DL238,2,,,
p009,E08,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,MY16,2,,,
p009,E09,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,CB4856,2,,,
p009,E10,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,PD1074,2,,,
p009,E11,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,CX11314,2,,,
p009,E12,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,JU775,2,,,
p009,F01,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,DL238,2,,,
p009,F02,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,MY16,2,,,
p009,F03,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,CB4856,2,,,
p009,F04,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,PD1074,2,,,
p009,F05,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,CX11314,2,,,
p009,F06,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,JU775,2,,,
p009,F07,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,DL238,2,,,
p009,F08,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,MY16,2,,,
p009,F09,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,CB4856,2,,,
p009,F10,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,PD1074,2,,,
p009,F11,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,CX11314,2,,,
p009,F12,48h,10,15hHB101_20200813,DMSO,1,levamisole,27.27273,20200805,serial; see notes,JU775,2,,,
p009,G01,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,DL238,2,,,
p009,G02,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,MY16,2,,,
p009,G03,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,CB4856,2,,,
p009,G04,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,PD1074,2,,,
p009,G05,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,CX11314,2,,,
p009,G06,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,JU775,2,,,
p009,G07,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,DL238,2,,,
p009,G08,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,MY16,2,,,
p009,G09,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,CB4856,2,,,
p009,G10,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,PD1074,2,,,
p009,G11,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,CX11314,2,,,
p009,G12,48h,10,15hHB101_20200813,DMSO,1,levamisole,60,20200805,serial; see notes,JU775,2,,,
p009,H01,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,DL238,2,,,
p009,H02,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,MY16,2,,,
p009,H03,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,CB4856,2,,,
p009,H04,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,PD1074,2,,,
p009,H05,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,CX11314,2,,,
p009,H06,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,JU775,2,,,
p009,H07,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,DL238,2,,,
p009,H08,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,MY16,2,,,
p009,H09,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,CB4856,2,,,
p009,H10,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,PD1074,2,,,
p009,H11,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,CX11314,2,,,
p009,H12,48h,10,15hHB101_20200813,DMSO,1,levamisole,132,20200805,serial; see notes,JU775,2,,,
p010,A01,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,DL238,2,,,
p010,A02,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,MY16,2,,,
p010,A03,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,CB4856,2,,,
p010,A04,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,PD1074,2,,,
p010,A05,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,CX11314,2,,,
p010,A06,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,JU775,2,,,
p010,A07,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,DL238,2,,,
p010,A08,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,MY16,2,,,
p010,A10,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,PD1074,2,,,
p010,A11,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,CX11314,2,,,
p010,A12,48h,10,15hHB101_20200813,DMSO,1,levamisole,0,20200805,serial; see notes,JU775,2,,,
p010,B01,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,DL238,2,,,
p010,B02,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,MY16,2,,,
p010,B03,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,CB4856,2,,,
p010,B04,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,PD1074,2,,,
p010,B05,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,CX11314,2,,,
p010,B06,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,JU775,2,,,
p010,B07,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,DL238,2,,,
p010,B08,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,MY16,2,,,
p010,B10,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,PD1074,2,,,
p010,B11,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,CX11314,2,,,
p010,B12,48h,10,15hHB101_20200813,DMSO,1,levamisole,1.16423,20200805,serial; see notes,JU775,2,,,
p010,C01,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,DL238,2,,,
p010,C02,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,MY16,2,,,
p010,C03,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,CB4856,2,,,
p010,C04,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,PD1074,2,,,
p010,C05,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,CX11314,2,,,
p010,C06,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,JU775,2,,,
p010,C07,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,DL238,2,,,
p010,C08,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,MY16,2,,,
p010,C10,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,PD1074,2,,,
p010,C11,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,CX11314,2,,,
p010,C12,48h,10,15hHB101_20200813,DMSO,1,levamisole,2.5613,20200805,serial; see notes,JU775,2,,,
p010,D01,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,DL238,2,,,
p010,D02,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,MY16,2,,,
p010,D03,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,CB4856,2,,,
p010,D04,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,PD1074,2,,,
p010,D05,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,CX11314,2,,,
p010,D06,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,JU775,2,,,
p010,D07,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,DL238,2,,,
p010,D08,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,MY16,2,,,
p010,D10,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,PD1074,2,,,
p010,D11,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,CX11314,2,,,
p010,D12,48h,10,15hHB101_20200813,DMSO,1,levamisole,5.63486,20200805,serial; see notes,JU775,2,,,
p010,E01,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,DL238,2,,,
p010,E02,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,MY16,2,,,
p010,E03,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,CB4856,2,,,
p010,E04,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,PD1074,2,,,
p010,E05,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,CX11314,2,,,
p010,E06,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,JU775,2,,,
p010,E07,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,DL238,2,,,
p010,E08,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,MY16,2,,,
p010,E10,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,PD1074,2,,,
p010,E11,48h,10,15hHB101_20200813,DMSO,1,levamisole,12.39669,20200805,serial; see notes,CX11314,2,,,
